product_ID,product_name,price1,price2,unitcost,supplier_name,attn,supplier_address,supplier_city,supplier_state,supplier_zip,producttype_ID,producttype_description,buid,name,abbrev,division
103,Whale Lifts                          ,493,406,385,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul, MN,55077,14,Lifts                  ,D        ,Miscellaneous           ,Misc          ,TPCW
104,LCARS Covers                         ,289,231,211,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook, WA,98366,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCW
105,Just Paper Supplies                  ,278,201,192,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach, FL,32967,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supplies      ,TPCW
106,Escape Manufacturing Equipment       ,584,523,507,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee, FL,32304,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCW
399,N/A,0,0,0,N/A,N/A,N/A,N/A,NA,99999,0,N/A,Z,N/A,N/A,TPCW
200,Curiouser Cleaning Supplies          ,419,364,338,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton, PA,17007,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supplies      ,TPCW
20,Flake Photo Equipment                ,232,204,194,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
77,Vastest Photo Equipment              ,498,442,420,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
32,Chartable Photo Equipment            ,410,347,313,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
71,Simulations Photo Equipment          ,318,256,245,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
36,Bomber Photo Equipment               ,461,400,380,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
35,Chromium Photo Equipment             ,566,457,425,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,1,Photo Equipment        ,A        ,Processing Equipment    ,Equipment     ,TPCE
24,Bandage Manufacturing Equipment      ,298,267,254,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
65,Extinguisher Manufacturing Equipment ,120,98,90,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
60,Habitually Manufacturing Equipment   ,509,419,394,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
70,Escape Manufacturing Equipment       ,584,524,508,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
34,Sailors Manufacturing Equipment      ,340,290,279,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
85,Disallow Manufacturing Equipment     ,165,146,144,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
6,Planetesimal Manufacturing Equipment ,347,307,286,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
40,Insensitivity Manufacturing Equipment,201,180,170,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
44,Birthdays Manufacturing Equipment    ,197,173,161,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
61,Courthouses Manufacturing Equipment  ,286,244,231,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
87,Suing Manufacturing Equipment        ,482,427,401,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
67,Occlusion Manufacturing Equipment    ,200,177,165,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
18,Miniaturizing Manufacturing Equipment,456,380,353,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
100,Pervasively Manufacturing Equipment  ,374,335,308,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
8,Septembers Manufacturing Equipment   ,584,523,518,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,2,Manufacturing Equip    ,A        ,Processing Equipment    ,Equipment     ,TPCE
81,Palm Polishing Equipment             ,122,105,103,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
37,Concentrators Polishing Equipment    ,585,525,483,Immunex Corp,Elbert Glad,5841 Pervades Drive,Fairfax,VA,22035,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
38,Syntax Polishing Equipment           ,227,191,178,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
21,Denigrating Polishing Equipment      ,566,454,427,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
93,Bellowing Polishing Equipment        ,503,451,447,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
63,Weeks Polishing Equipment            ,199,174,169,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
68,Loaves Polishing Equipment           ,426,361,354,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
95,Duplicator Polishing Equipment       ,544,465,433,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
1,Enumerator Polishing Equipment       ,165,143,135,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
25,Chalmers Polishing Equipment         ,289,243,223,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
56,Allis Polishing Equipment            ,202,176,160,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
26,Subclasses Polishing Equipment       ,283,239,237,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,3,Polishing Equipment    ,A        ,Processing Equipment    ,Equipment     ,TPCE
86,Soya Cleaning Supplies               ,407,346,346,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
48,Patriarchal Cleaning Supplies        ,352,285,265,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
96,Drafty Cleaning Supplies             ,107,93,89,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
4,Embodying Cleaning Supplies          ,251,214,207,Immunex Corp,Elbert Glad,5841 Pervades Drive,Fairfax,VA,22035,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
90,Curiouser Cleaning Supplies          ,419,364,339,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
17,Optima Cleaning Supplies             ,288,256,243,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,5,Cleaning Supplies      ,B        ,Disposable Supplies     ,Supply        ,TPCE
50,Restarts Paper Supplies              ,524,448,426,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supply        ,TPCE
97,Stickiest Paper Supplies             ,576,503,468,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supply        ,TPCE
46,Distantly Paper Supplies             ,518,436,419,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supply        ,TPCE
84,Unjust Paper Supplies                ,222,182,177,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supply        ,TPCE
89,Travel Paper Supplies                ,130,109,103,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,6,Paper Supplies         ,B        ,Disposable Supplies     ,Supply        ,TPCE
91,Scribble Plastic Supplies            ,492,406,398,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
79,Siena Plastic Supplies               ,155,136,132,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
55,Bumblers Plastic Supplies            ,545,466,448,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
39,Overlays Plastic Supplies            ,301,254,242,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
59,Tonnage Plastic Supplies             ,369,316,309,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
58,Characterization Plastic Supplies    ,232,186,169,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
80,Temporally Plastic Supplies          ,478,408,372,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
27,Pinnings Plastic Supplies            ,337,302,287,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,7,Plastic Supplies       ,B        ,Disposable Supplies     ,Supply        ,TPCE
57,South Tray Supplies                  ,241,205,203,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
69,Hits Tray Supplies                   ,440,359,341,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
23,Decided Tray Supplies                ,233,202,198,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
33,Consumable Tray Supplies             ,396,347,337,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
92,Behind Tray Supplies                 ,167,139,129,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
10,Defeated Tray Supplies               ,560,477,448,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
41,Consideration Tray Supplies          ,173,147,140,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
72,Anthem Tray Supplies                 ,135,112,109,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
31,Simplifier Tray Supplies             ,409,349,328,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
88,Vestiges Tray Supplies               ,231,192,186,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,8,Tray Supplies          ,B        ,Disposable Supplies     ,Supply        ,TPCE
14,Engle Photo Chemicals                ,430,346,343,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,9,Photo Chemicals        ,C        ,Chemicals               ,Chemical      ,TPCE
78,Measured Photo Chemicals             ,318,271,254,Immunex Corp,Elbert Glad,5841 Pervades Drive,Fairfax,VA,22035,9,Photo Chemicals        ,C        ,Chemicals               ,Chemical      ,TPCE
54,Honeymoon Photo Chemicals            ,326,292,272,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,9,Photo Chemicals        ,C        ,Chemicals               ,Chemical      ,TPCE
12,Travelings Photo Chemicals           ,274,242,225,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,9,Photo Chemicals        ,C        ,Chemicals               ,Chemical      ,TPCE
98,Barrels Flushing Chemicals           ,135,117,108,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,10,Flushing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
62,Substances Flushing Chemicals        ,507,410,398,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,10,Flushing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
9,Millimeters Flushing Chemicals       ,296,252,242,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,10,Flushing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
49,Visage Flushing Chemicals            ,568,508,467,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,10,Flushing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
52,Identical Freezing Chemicals         ,578,466,447,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
75,Deferrable Freezing Chemicals        ,145,124,113,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
53,Ruffle Freezing Chemicals            ,476,395,379,Immunex Corp,Elbert Glad,5841 Pervades Drive,Fairfax,VA,22035,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
94,Beliefs Freezing Chemicals           ,567,484,455,Immunex Corp,Elbert Glad,5841 Pervades Drive,Fairfax,VA,22035,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
42,Carelessly Freezing Chemicals        ,560,468,426,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
47,Significants Freezing Chemicals      ,142,113,104,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
99,Richards Freezing Chemicals          ,529,475,471,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
66,Exemplar Freezing Chemicals          ,198,161,153,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,11,Freezing Chemicals     ,C        ,Chemicals               ,Chemical      ,TPCE
29,Bluest Fillers                       ,507,428,398,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
64,Berwick Fillers                      ,584,488,463,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
74,Flanker Fillers                      ,271,236,220,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
5,Automobiles Fillers                  ,284,228,219,American Gen,Kimberly Yarborough,1616 Goggles Drive,Sterling,KS,67579,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
7,Commendation Fillers                 ,436,380,365,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
15,Disposed Fillers                     ,159,138,133,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,12,Fillers                ,D        ,Miscellaneous           ,Misc          ,TPCE
22,Whippers Covers                      ,489,410,390,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
82,Numerals Covers                      ,103,89,84,Sinclair Bro,Carla Shelby,6037 Ecuadorian Street,Clinton,MI,49236,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
11,Sulkiness Covers                     ,354,290,272,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
16,Enhanced Covers                      ,461,384,361,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
28,Wonderingly Covers                   ,547,467,453,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
43,Blazed Covers                        ,495,417,404,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
3,Sortie Covers                        ,248,213,207,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
13,Coward Covers                        ,430,349,328,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,13,Covers                 ,D        ,Miscellaneous           ,Misc          ,TPCE
51,Reflection Lifts                     ,498,448,439,Fedders Corp,Virgil Hubert,7844 Carelessly Drive,Overlook,WA,98366,14,Lifts                  ,D        ,Miscellaneous           ,Misc          ,TPCE
83,Horses Lifts                         ,487,403,366,Saurer Grupp,Pearce Valdez,3727 Elms Drive,South Saint Paul,MN,55077,14,Lifts                  ,D        ,Miscellaneous           ,Misc          ,TPCE
30,Detectives Jacks                     ,283,248,236,Specialty Te,Zylina Cox,2161 Chalmers Street,Salinas,CA,93905,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
2,Tailor Jacks                         ,510,430,400,Black Hills ,Edena Gilbert,1618 Greenland Street,Tallahassee,FL,32304,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
45,Slacking Jacks                       ,495,400,388,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
76,Scrounge Jacks                       ,302,251,249,Dollar Gener,Antoinette Hickey,3988 Chanced Avenue,S Middleton,PA,17007,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
19,Hesitating Jacks                     ,124,100,96,First Bancsh,Jensine Lease,11885 Aural Turnpike,Louisville,KY,40253,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
73,Cosgrove Jacks                       ,299,268,254,Afg Industri,Dorothy Polk,5377 Cookbook Circle,Vero Beach,FL,32967,15,Jacks                  ,D        ,Miscellaneous           ,Misc          ,TPCE
